Title,URL,Last Updated,Summary,Text_For_Model,bart_team,bart_score,bart_margin,bart_final,review_flag
Revised statements of public participation - North West,https://www.gov.uk/government/publications/revised-statements-of-public-participation-north-west,10 January 2020,"Revised statements of public participation - North West Documents Revised statements of public participation - north west PDF , 728 KB , 10 pages This file may not be suitable for users of assistive technology. Details Updates to this page","Revised statements of public participation - North West Revised statements of public participation - North West Documents Revised statements of public participation - north west PDF , 728 KB , 10 pages This file may not be suitable for users of assistive technology Details Updates to this page",Compliance,0.11127499,0.012148559,Unclassified,REVIEW_LOW_SCORE
Validating the method of fish capture - Metabolomics (MMO1164),https://www.gov.uk/government/publications/validating-the-method-of-fish-capture-metabolomics-mmo1164,12 February 2020,"Validating the method of fish capture - Metabolomics (MMO1164) This proof of principle study investigated a non-targeted metabolomics approach using mass spectrometry to evaluate if this is a potential approach to distinguish between line and hanging net caught mackerel. Documents Two Page Summary: Validating the method of fish capture - Metabolomics (MMO1164) PDF , 108 KB , 2 pages This file may not be suitable for users of assistive technology. Full Report: Validating the method of fish capture - Metabolomics (MMO1164) PDF , 791 KB , 21 pages Details As part of the Marine Management Organisation’s (MMO) ongoing work looking at enhancing provenance and traceability the MMO sought an assessment of approaches available for confirming by which method fish sold ashore were originally caught, to potentially support and verify other systems for managing compliance and enforcement. These approaches could apply to fish caught domestically and fish products imported into the UK requiring catch certificates. Updates to this page","Validating the method of fish capture - Metabolomics (MMO1164) Validating the method of fish capture - Metabolomics (MMO1164) This proof of principle study investigated a non-targeted metabolomics approach using mass spectrometry to evaluate if this is a potential approach to distinguish between line and hanging net caught mackerel Documents Two Page Summary: Validating the method of fish capture - Metabolomics (MMO1164) PDF , 108 KB , 2 pages This file may not be suitable for users of assistive technology Full Report: Validating the method of fish capture - Metabolomics (MMO1164) PDF , 791 KB , 21 pages Details As part of the Marine Management Organisation’s (MMO) ongoing work looking at enhancing provenance and traceability the MMO sought an assessment of approaches available for confirming by which method fish sold ashore were originally caught, to potentially support and verify other systems for managing compliance and enforcement These approaches could apply to fish caught domestically and fish products imported into the UK requiring catch certificates",Compliance,0.13366322,0.026550323,Unclassified,REVIEW_LOW_SCORE
Marine pioneer,https://www.gov.uk/government/publications/marine-pioneer,17 January 2019,"Marine pioneer Information on the pioneering new approaches (including natural capital) to the management of the marine environment. Documents Marine pioneer projects Details Aspects of the coastal and marine environment are in decline (Charting Progress II) and we are causing irreversible damage to biodiversity and a loss of natural capital. This is despite previous efforts to prevent degradation and maintain and restore species and habitats. Current policies direct public and private organisations to manage the marine area as one whole system for example by using an ecosystem approach and sustainable development. Different initiatives are working on implementing these approaches e.g. marine planning, plan led licensing, sustainable fisheries and the UK Marine Strategy, but the marine environment is a complex interconnected system which we are still trying to fully understand. We are reliant on it for our health and prosperity. We must progress to not only preventing degradation but improving environmental health for current and future generations through collective societal, economic and environmental decisions. To tackle this and other similar issues the government has outlined a 25 year environment plan. The vision of the plan is that the environment will be in a better state for the next generation than it was for this generation. The plan has a longer term approach and a more holistic view. It aims to make sustainable use and restoration of the environment central to all society’s decisions. The pioneer has been set up to inform delivery of the 25 year environment plan. In particular to test the application of a natural capital approach, how to integrate planning and delivery further, how to apply better funding mechanisms and to share lessons. Aims and objectives The marine pioneer will explore how to: apply a natural capital  approach in the marine environment identify local environmental priorities in Suffolk and North Devon’s coast and sea improve inter an","Marine pioneer Marine pioneer Information on the pioneering new approaches (including natural capital) to the management of the marine environment Documents Marine pioneer projects Details Aspects of the coastal and marine environment are in decline (Charting Progress II) and we are causing irreversible damage to biodiversity and a loss of natural capital Current policies direct public and private organisations to manage the marine area as one whole system for example by using an ecosystem approach and sustainable development Different initiatives are working on implementing these approaches e.g. marine planning, plan led licensing, sustainable fisheries and the UK Marine Strategy, but the marine environment is a complex interconnected system which we are still trying to fully understand The vision of the plan is that the environment will be in a better state for the next generation than it was for this generation The pioneer has been set up to inform delivery of the 25 year environment plan In particular to test the application of a natural capital approach, how to integrate planning and delivery further, how to apply better funding mechanisms and to share lessons Aims and objectives The marine pioneer will explore how to: apply a natural capital approach in the marine environment identify local environmental priorities in Suffolk and North Devon’s coast and sea improve inter an",Marine Planning,0.23912112,0.12708403,Unclassified,REVIEW_SCORE_BELOW_THRESHOLD
Revised statements of public participation - North East,https://www.gov.uk/government/publications/revised-statements-of-public-participation-north-east,10 January 2020,"Revised statements of public participation - North East Documents Revised statements of public participation - north east PDF , 662 KB , 10 pages This file may not be suitable for users of assistive technology. Details Updates to this page","Revised statements of public participation - North East Revised statements of public participation - North East Documents Revised statements of public participation - north east PDF , 662 KB , 10 pages This file may not be suitable for users of assistive technology Details Updates to this page",Compliance,0.11631398,0.01976797,Unclassified,REVIEW_LOW_SCORE
Harbour Order Statement in Support Templates,https://www.gov.uk/guidance/harbour-order-statement-in-support-templates,28 July 2020,"Harbour Order Statement in Support Templates The MMO has introduced Harbour Order Statement in Support templates. The MMO has introduced Harbour Order Statement in Support templates to establish a standardised format for when your supporting information is provided to the MMO. This will improve the MMO’s processing of your application. Please download the relevant Statement in Support template for your application. Harbour Empowerment Order Statement in Support Template MS Word Document , 63.7 KB Harbour Revision Order Statement in Support Template MS Word Document , 64.4 KB Harbour Reorganisation Scheme Statement in Support Template The templates include some guidance in blue italic text, this should be deleted prior to submission. Please do not alter or delete any of the sections on the templates, if you do not need to use a section, please mark it N/A and state why it does not need to be completed. If you have any queries or need assistance when completing the template, please contact the harbour orders team. Harbour Orders Team:  0300 123 1032
Email: harbourorders@marinemanagement.org.uk Updates to this page","Harbour Order Statement in Support Templates Harbour Order Statement in Support Templates The MMO has introduced Harbour Order Statement in Support templates The MMO has introduced Harbour Order Statement in Support templates to establish a standardised format for when your supporting information is provided to the MMO This will improve the MMO’s processing of your application Please download the relevant Statement in Support template for your application Harbour Empowerment Order Statement in Support Template MS Word Document , 63.7 KB Harbour Revision Order Statement in Support Template MS Word Document , 64.4 KB Harbour Reorganisation Scheme Statement in Support Template The templates include some guidance in blue italic text, this should be deleted prior to submission Please do not alter or delete any of the sections on the templates, if you do not need to use a section, please mark it N/A and state why it does not need to be completed If you have any queries or need assistance when completing the template, please contact the harbour orders team Harbour Orders Team: 0300 123 1032 Email: harbourorders@marinemanagement.org.uk Updates to this page",Global Marine Team,0.13707745,0.024697624,Unclassified,REVIEW_LOW_SCORE
Bluefin Tuna Catch & Release Recreational Fishery (CRRF) - Guidance,https://www.gov.uk/government/publications/bluefin-tuna-catch-release-recreational-fishery-crrf-guidance,4 September 2025,Bluefin Tuna Catch & Release Recreational Fishery (CRRF) - Guidance Guidance for Bluefin Tuna Catch & Release Recreational Fishery (CRRF). Documents Safeguards & Procedures Details Guidance for Bluefin Tuna Catch & Release Recreational Fishery (CRRF) Updates to this page,Bluefin Tuna Catch & Release Recreational Fishery (CRRF) - Guidance Bluefin Tuna Catch & Release Recreational Fishery (CRRF) - Guidance Guidance for Bluefin Tuna Catch & Release Recreational Fishery (CRRF) Documents Safeguards & Procedures Details Guidance for Bluefin Tuna Catch & Release Recreational Fishery (CRRF) Updates to this page,Comms,0.12437007,0.00940875,Unclassified,REVIEW_LOW_SCORE
Harbour Reorganisation Schemes (HRS),https://www.gov.uk/guidance/harbour-reorganisation-schemes-hrs,16 December 2021,Harbour Reorganisation Schemes (HRS) These are the documents that need to be provided for a harbour reorganisation scheme (HRS) Updates to this page 16 December 2021 page content updated page content updated 21 February 2020 First published. First published.,Harbour Reorganisation Schemes (HRS) Harbour Reorganisation Schemes (HRS) These are the documents that need to be provided for a harbour reorganisation scheme (HRS) Updates to this page 16 December 2021 page content updated page content updated 21 February 2020 First published,Comms,0.08839006,0.011304505,Unclassified,REVIEW_LOW_SCORE
North Sea Fully Documented Fishery (FDF) scheme,https://www.gov.uk/government/publications/north-sea-fully-documented-fishery-fdf-and-north-sea-nephrops-schemes,7 September 2020,"North Sea Fully Documented Fishery (FDF) scheme Application forms and terms and conditions for fishing vessel owners. Documents 1a North Sea Fully Documented Fisheries FDF scheme application pack for 2020 PDF , 187 KB , 9 pages 1b 2020 NORTH SEA FULLY DOCUMENTED FISHERIES Terms and Conditions MA PDF , 232 KB , 13 pages Details North Sea Fully Documented Fisheries (FDF) Fully Documented Fishery (FDF) schemes have been run by the MMO since 2011. These schemes have demonstrated the effectiveness of Remote Electronic Monitoring (REM) in reducing discards and encouraging more selective fishing behaviour. The behaviour of vessels fitted with REM has also been compared to vessels fishing in the same areas, using the same gear types, and has shown differences in both catch composition and grading. In addition, REM has proven to be a useful tool for gathering scientific data.  The MMO has collaborated with the Centre for the Environment, Fisheries and Aquaculture Sciences (Cefas) on exploring this use. Application forms and guidance are available. This scheme has been run since 2011.  Results of the scheme are published online. Vessels which wish to apply, must do so by Monday 22nd June 2020.  To apply, the vessel must be English-registered, and preferably a member of a Producer Organisation (PO), however, applications will also be considered from vessels in the non-sector. Where a vessel is new to the scheme, they will have to arrange for a suitable MMO approved REM  system to fitted at their own expense. In return for participation in this scheme, vessels will be able to access additional quota for North Sea stocks, however the species and quotas available have not been finalised.  In addition, scientific quota may be available. The scheme will run from July 1st until 31st December 2020. The aims of the scheme in 2020 are to: Demonstrate how a Fully Documented Fishery can increase compliance with the Landing Obligation. Monitor catches of species subject to the Landing Obl","North Sea Fully Documented Fishery (FDF) scheme North Sea Fully Documented Fishery (FDF) scheme Application forms and terms and conditions for fishing vessel owners The behaviour of vessels fitted with REM has also been compared to vessels fishing in the same areas, using the same gear types, and has shown differences in both catch composition and grading Vessels which wish to apply, must do so by Monday 22nd June 2020 Where a vessel is new to the scheme, they will have to arrange for a suitable MMO approved REM system to fitted at their own expense In return for participation in this scheme, vessels will be able to access additional quota for North Sea stocks, however the species and quotas available have not been finalised In addition, scientific quota may be available The scheme will run from July 1st until 31st December 2020 The aims of the scheme in 2020 are to: Demonstrate how a Fully Documented Fishery can increase compliance with the Landing Obligation",Compliance,0.26168755,0.15875117,Unclassified,REVIEW_SCORE_BELOW_THRESHOLD
Notification of change to licence conditions for 10m and under,https://www.gov.uk/government/publications/notification-of-change-to-licence-conditions-for-10m-and-under,21 December 2017,"Notification of change to licence conditions for 10m and under The MMO is intending to amend the current 10m and under licence condition by 19 January 2018. Documents Details A new condition will be added to make it explicit that catches of any species can only be attributed to the vessel used to capture, and cannot be transferred to another vessel. Master and owners of vessels will be required to take reasonable steps to ensure that sales notes submitted to the MMO correctly attributes species to the correct vessel . Updates to this page","Notification of change to licence conditions for 10m and under Notification of change to licence conditions for 10m and under The MMO is intending to amend the current 10m and under licence condition by 19 January 2018 Documents Details A new condition will be added to make it explicit that catches of any species can only be attributed to the vessel used to capture, and cannot be transferred to another vessel Master and owners of vessels will be required to take reasonable steps to ensure that sales notes submitted to the MMO correctly attributes species to the correct vessel",Marine Licensing,0.20147799,0.057399616,Unclassified,REVIEW_SCORE_BELOW_THRESHOLD
Removal of dead or stranded animals below the high water mark,https://www.gov.uk/government/publications/removal-of-dead-or-stranded-animals-below-the-high-water-mark,30 November 2015,"Removal of dead or stranded animals below the high water mark Actions to take when removing dead or stranded animals from below the high water mark using a vehicle, vessel or platform. Documents Guidance on the removal of dead or stranded animals below the high water mark Details The removal of a dead or stranded animal from below the high water mark, using a vehicle, vessel or platform requires a marine licence ( Marine and Coastal Access Act ). The removal of a dead animal is exempt from this requirement under the Marine Licence Exemptions Order . A condition of this exemption is that the Marine Management Organisation (MMO) must be notified before the animal is removed. Any impact on marine protected areas must also be considered and adverse impacts should be avoided, minimised or mitigated against, in consultation with Natural England. Updates to this page","Removal of dead or stranded animals below the high water mark Removal of dead or stranded animals below the high water mark Actions to take when removing dead or stranded animals from below the high water mark using a vehicle, vessel or platform Documents Guidance on the removal of dead or stranded animals below the high water mark Details The removal of a dead or stranded animal from below the high water mark, using a vehicle, vessel or platform requires a marine licence ( Marine and Coastal Access Act ) The removal of a dead animal is exempt from this requirement under the Marine Licence Exemptions Order A condition of this exemption is that the Marine Management Organisation (MMO) must be notified before the animal is removed Any impact on marine protected areas must also be considered and adverse impacts should be avoided, minimised or mitigated against, in consultation with Natural England",Marine Licensing,0.23837955,0.13707513,Unclassified,REVIEW_SCORE_BELOW_THRESHOLD
Marine licensing team service standards,https://www.gov.uk/guidance/marine-licensing-team-service-standards,19 December 2018,"Marine licensing team service standards We aim to deliver timely, cost-proportionate and evidence-based determinations; providing excellent customer service through a user-friendly system. Overview The Marine Management Organisation ( MMO ) marine licensing team adheres to the MMO ’s service standards and customer charter . To ensure that we deliver the visions of the MMO and marine licensing team we will: create and uphold business and performance standards provide a transparent, professional and quality service make informed evidence-based decisions with an appropriate and proportionate  approach to risk management be proactive in communicating with our customers and colleagues and ensure we consider the appropriate method, time and level of detail on a case by case basis We aim to determine 90% of applications within 13 weeks of receiving a validated application. To ensure that we meet and maintain the standards outlined above, we publish detailed performance analysis as part of our annual reports, which can be accessed from our corporate reports page. When you contact us We aim to provide a full response to all enquiries within 10 working days. If your enquiry is classed as more complicated we will try to resolve it within 20 working days. Contact the Marine licensing team Challenges & Appeals During the consultation period you may ask your case officer for clarification at any point if you are uncertain about any aspect of the process. You have the right formally to question any decision that is made during this time and your case officer will help you to do this. After a Licensing decision has been made, you may appeal a decision. An appeal outcome can be challenged by Judicial Review If you are a non-licence applicant (i.e. a member of the general public) who has been affected by a licence application decision you may contact the MMO or make a complaint. For all non-licensing enquiries, please follow the links provided: Contact the MMO or follow us on social ","Marine licensing team service standards Marine licensing team service standards We aim to deliver timely, cost-proportionate and evidence-based determinations; providing excellent customer service through a user-friendly system Overview The Marine Management Organisation ( MMO ) marine licensing team adheres to the MMO ’s service standards and customer charter To ensure that we deliver the visions of the MMO and marine licensing team we will: create and uphold business and performance standards provide a transparent, professional and quality service make informed evidence-based decisions with an appropriate and proportionate approach to risk management be proactive in communicating with our customers and colleagues and ensure we consider the appropriate method, time and level of detail on a case by case basis We aim to determine 90% of applications within 13 weeks of receiving a validated application When you contact us We aim to provide a full response to all enquiries within 10 working days Contact the Marine licensing team Challenges & Appeals During the consultation period you may ask your case officer for clarification at any point if you are uncertain about any aspect of the process After a Licensing decision has been made, you may appeal a decision An appeal outcome can be challenged by Judicial Review If you are a non-licence applicant (i.e. a member of the general public) who has been affected by a licence application decision you may contact the MMO or make a",Marine Licensing,0.2790785,0.19392514,Unclassified,REVIEW_SCORE_BELOW_THRESHOLD
Fisheries quota allocation 2018,https://www.gov.uk/government/publications/fisheries-quota-allocation-2018,12 June 2018,"Fisheries quota allocation 2018 These are the fishing quota allocations for 2018 for England and the UK. Documents Apportioning UK quota to fisheries administrations 505 KB This file may not be suitable for users of assistive technology. English allocations 484 KB UK allocations 1.15 MB Details Information about allocations is available for: England 10-metres-and-under pool, non-sector pool and producer organisations by fisheries administration Allocations for 2014 , 2015 , 2016 and 2017 are also available. Updates to this page","Fisheries quota allocation 2018 Fisheries quota allocation 2018 These are the fishing quota allocations for 2018 for England and the UK Documents Apportioning UK quota to fisheries administrations 505 KB This file may not be suitable for users of assistive technology English allocations 484 KB UK allocations 1.15 MB Details Information about allocations is available for: England 10-metres-and-under pool, non-sector pool and producer organisations by fisheries administration Allocations for 2014 , 2015 , 2016 and 2017 are also available",FMT,0.19522397,0.065579236,Unclassified,REVIEW_LOW_SCORE
Sea Views Magazine,https://www.gov.uk/guidance/sea-views-magazine,18 January 2023,"Sea Views Magazine A magazine for our Marine Management Organisation customers, partners and other stakeholders. Applies to England First Edition The first edition of Sea Views, produced for stakeholders, customers, partners and all English communities with an interest in the future of our seas, was produced in Autumn 2021. Articles include a look at Marine Plans which are an essential tool for decision-makers, a feature on how data helps us to manage sustainable fishing and how MMO engages with local communities. Second Edition The second edition of our magazine provides an overview of just some of our work in 2022 and includes a focus on the south-west marine plan area as well as articles and features on a range of marine licensing projects. From a super-sewer to the world’s largest offshore wind farm, find out more in this winter 2022/23 edition. Updates to this page","Sea Views Magazine Sea Views Magazine A magazine for our Marine Management Organisation customers, partners and other stakeholders Applies to England First Edition The first edition of Sea Views, produced for stakeholders, customers, partners and all English communities with an interest in the future of our seas, was produced in Autumn 2021 Articles include a look at Marine Plans which are an essential tool for decision-makers, a feature on how data helps us to manage sustainable fishing and how MMO engages with local communities Second Edition The second edition of our magazine provides an overview of just some of our work in 2022 and includes a focus on the south-west marine plan area as well as articles and features on a range of marine licensing projects From a super-sewer to the world’s largest offshore wind farm, find out more in this winter 2022/23 edition",Marine Planning,0.16323017,0.0034882128,Unclassified,REVIEW_LOW_SCORE
Harbour Order Fees,https://www.gov.uk/government/publications/harbour-order-fees,10 August 2022,"Harbour Order Fees Appropriate fees for Harbour Orders Documents Harbour Orders application fees Harbour Order Fees -Consultation Response Document PDF , 326 KB , 16 pages Details The appropriate fee for your application type must be paid on application. Please contact the MMO prior to arranging payment so we can provide you with the correct bank details and confirm that payment has been received. A consultation was published on 16 July 2019 on the gov.uk website seeking views on revised Harbour Order (HO) application fees. The consultation was open for an eight-week period, closing on 10 September 2019. The findings can be viewed in the response document. Updates to this page 10 August 2022 Update Update 16 December 2021 page content updated page content updated 21 February 2020 First published. First published.","Harbour Order Fees Harbour Order Fees Appropriate fees for Harbour Orders Documents Harbour Orders application fees Harbour Order Fees -Consultation Response Document PDF , 326 KB , 16 pages Details The appropriate fee for your application type must be paid on application Please contact the MMO prior to arranging payment so we can provide you with the correct bank details and confirm that payment has been received A consultation was published on 16 July 2019 on the gov.uk website seeking views on revised Harbour Order (HO) application fees The consultation was open for an eight-week period, closing on 10 September 2019 The findings can be viewed in the response document Updates to this page 10 August 2022 Update Update 16 December 2021 page content updated page content updated 21 February 2020 First published",Global Marine Team,0.099441454,0.013534054,Unclassified,REVIEW_LOW_SCORE
Fisheries quota allocation 2015,https://www.gov.uk/government/publications/fisheries-quota-allocation-2015,14 May 2015,"Fisheries quota allocation 2015 These are the final fishing quota allocations for 2015 for in England and the UK. Documents Allocations for the 3 different groups by fisheries administration MS Excel Spreadsheet , 266 KB This file may not be suitable for users of assistive technology. English allocations MS Excel Spreadsheet , 318 KB UK allocations MS Excel Spreadsheet , 1.22 MB Details Information about allocations is available for: England 10-metres-and-under pool, non-sector pool and producer organisations by fisheries administration Allocations for 2014 are also available for your information . Updates to this page","Fisheries quota allocation 2015 Fisheries quota allocation 2015 These are the final fishing quota allocations for 2015 for in England and the UK Documents Allocations for the 3 different groups by fisheries administration MS Excel Spreadsheet , 266 KB This file may not be suitable for users of assistive technology English allocations MS Excel Spreadsheet , 318 KB UK allocations MS Excel Spreadsheet , 1.22 MB Details Information about allocations is available for: England 10-metres-and-under pool, non-sector pool and producer organisations by fisheries administration Allocations for 2014 are also available for your information",FMT,0.11724801,0.007135853,Unclassified,REVIEW_LOW_SCORE
Leasing extra quota,https://www.gov.uk/guidance/leasing-extra-quota,7 May 2021,"Leasing extra quota You can apply to lease extra quota from a producer organisation (PO), to supplement your catch limits or to keep fishing a stock where the 10-metres-and-under or non-sector pool allocation has been used. Step 1 Contact the MMO fisheries management team to find out if the extra quota you need can be made available by an increase in the catch limit for the stock in question. Telephone 0300 123 1032 or email: quotaswap.dqs@marinemanagement.org.uk Step 2 If the MMO is unable to meet your requested catch limit increase, contact a PO directly to agree a lease. Step 3 The PO that you are leasing quota must complete a Domestic Quota Swap Form that includes your:
 * vessel’s name
 * Registry of Shipping and Seamen (RSS) number
 * port letters and numbers (PLN)
 * name and contact details
 * amount of quota requested for lease The PO must submit the form to quotaswap.dqs@marinemanagement.org.uk A group application must detail the proportion of the leased quota for each vessel.
If quota allocations for the year have not yet been confirmed it is still possible to lease quota from a PO. The PO should submit a leasing request to the MMO via email providing the information detailed in Step 3 above. Once quota allocations have been issued the MMO will then create a Domestic Quota Swap Form detailing the lease and send it to the PO for sign off. Step 4 MMO considers applications to lease quota on a case-by-case basis. MMO checks the licence and vessel details and considers the catch limits, amount of stock being leased and the overall UK uptake position for the stock.
MMO take up to 10 days to process the application. Step 5 If the application is approved, MMO will send: an approved form back to the donor PO a permit letter confirming leased quota details to you naming the boat it applies to – the letter becomes part of your vessel’s fishing vessel licence and will be sent to you by email or post if no email address is available (an example letter is below) a cop","Leasing extra quota Leasing extra quota You can apply to lease extra quota from a producer organisation (PO), to supplement your catch limits or to keep fishing a stock where the 10-metres-and-under or non-sector pool allocation has been used Step 1 Contact the MMO fisheries management team to find out if the extra quota you need can be made available by an increase in the catch limit for the stock in question Step 3 The PO that you are leasing quota must complete a Domestic Quota Swap Form that includes your: * vessel’s name * Registry of Shipping and Seamen (RSS) number * port letters and numbers (PLN) * name and contact details * amount of quota requested for lease The PO must submit the form to quotaswap.dqs@marinemanagement.org.uk A group application must detail the proportion of the leased quota for each vessel If quota allocations for the year have not yet been confirmed it is still possible to lease quota from a PO Once quota allocations have been issued the MMO will then create a Domestic Quota Swap Form detailing the lease and send it to the PO for sign off Step 4 MMO considers applications to lease quota on a case-by-case basis MMO checks the licence and vessel details and considers the catch limits, amount of stock being leased and the overall UK uptake position for the stock Step 5 If the application is approved, MMO will send: an approved form back to the donor PO a permit letter confirming leased quota details to you naming the boat it applies to – the letter",Global Marine Team,0.17290978,0.006259516,Unclassified,REVIEW_LOW_SCORE
"Marine planning: first outputs for north east, north west, south east and south west marine plan areas",https://www.gov.uk/government/publications/marine-planning-first-outputs-for-north-east-north-west-south-east-and-south-west-marine-plan-areas,14 August 2017,"Marine planning: first outputs for north east, north west, south east and south west marine plan areas The first outputs of the marine planning process for the north east, north west, south east and south west marine plan areas Documents North east marine plan area - February 2017 PDF , 6.65 MB , 11 pages This file may not be suitable for users of assistive technology. North west marine plan area - February 2017 PDF , 6.8 MB , 11 pages South east marine plan area - February 2017 PDF , 6.87 MB , 11 pages South west marine plan area - February 2017 PDF , 7 MB , 11 pages Details You can download each plan by clicking the the right button then > select save link as. What do you think of the proposed digital format? Tell us what you think by emailing planning@marinemanagement.org.uk These documents were the first outputs of marine planning in the north east, north west, south east and south west marine plan areas (iteration 1). They followed on from the Call for Issues with Supporting Evidence (July 2016). They provided an example of a more digital and interactive approach to marine planning, and help explain how the issues are being taken forward for these marine plan areas. The first outputs of the marine planning process for the north east, north west, south east and south west marine plan areas were presented at Iteration 1 which ran between 3 February 2017 and 31 March 2017. Some of the content of this engagement has now been removed from these pages and the Marine Information System . Updates to this page 14 August 2017 Text changed Text changed 6 February 2017 PDFs updated PDFs updated 3 February 2017 First published. First published.","Marine planning: first outputs for north east, north west, south east and south west marine plan areas Marine planning: first outputs for north east, north west, south east and south west marine plan areas The first outputs of the marine planning process for the north east, north west, south east and south west marine plan areas Documents North east marine plan area - February 2017 PDF , 6.65 MB , 11 pages This file may not be suitable for users of assistive technology North west marine plan area - February 2017 PDF , 6.8 MB , 11 pages South east marine plan area - February 2017 PDF , 6.87 MB , 11 pages South west marine plan area - February 2017 PDF , 7 MB , 11 pages Details You can download each plan by clicking the the right button then > select save link as What do you think of the proposed digital format Tell us what you think by emailing planning@marinemanagement.org.uk These documents were the first outputs of marine planning in the north east, north west, south east and south west marine plan areas (iteration 1) They provided an example of a more digital and interactive approach to marine planning, and help explain how the issues are being taken forward for these marine plan areas The first outputs of the marine planning process for the north east, north west, south east and south west marine plan areas were presented at Iteration 1 which ran between 3 February 2017 and 31 March 2017 Some of the content of this engagement has now been removed from these pages and the",Marine Planning,0.5250721,0.44475022,Marine Planning,OK
"Statement of public participation - north east, north west, south east and south west",https://www.gov.uk/government/publications/statement-of-public-participation-north-east-north-west-south-east-and-south-west,18 July 2016,"Statement of public participation - north east, north west, south east and south west Statement of Public Participation for the north east, north west, south east and south west marine plan areas and proposed engagement timetable. Documents North East Marine Plan:  Statement of public participation PDF , 430 KB , 6 pages North East Marine Plan: proposed engagement timetable North West Marine Plan: Statement of public participation PDF , 614 KB , 6 pages North West Marine Plan: proposed engagement timetable South East Marine Plan: Statement of public participation PDF , 607 KB , 6 pages South East Marine Plan: proposed engagement timetable South West Marine Plan: Statement of public participation PDF , 534 KB , 6 pages South West Marine Plan: proposed engagement timetable Details The Statement of Public Participation (SPP) sets out how and when we will engage with stakeholders as we develop a marine plan. It helps ensure that the marine planning process is transparent, and that stakeholders  understand how they can be involved and influence a marine plan’s development. A SPP for the north east, north east, north west, south east and south west marine plan areas has been published (July 2016). Each SPP includes a timetable for engagement. This provides more detail on when and how we will engage with stakeholders throughout the marine planning process for these areas. You can find out more about the SPPs here , including stakeholders, principles of engagement and communication channels. The draft SPPs were published for consultation in April 2016. Details of the consultation are available here . Updates to this page 18 July 2016 Statement of public participation published Statement of public participation published 15 July 2016 First published. First published.","Statement of public participation - north east, north west, south east and south west Statement of public participation - north east, north west, south east and south west Statement of Public Participation for the north east, north west, south east and south west marine plan areas and proposed engagement timetable Documents North East Marine Plan: Statement of public participation PDF , 430 KB , 6 pages North East Marine Plan: proposed engagement timetable North West Marine Plan: Statement of public participation PDF , 614 KB , 6 pages North West Marine Plan: proposed engagement timetable South East Marine Plan: Statement of public participation PDF , 607 KB , 6 pages South East Marine Plan: proposed engagement timetable South West Marine Plan: Statement of public participation PDF , 534 KB , 6 pages South West Marine Plan: proposed engagement timetable Details The Statement of Public Participation (SPP) sets out how and when we will engage with stakeholders as we develop a marine plan A SPP for the north east, north east, north west, south east and south west marine plan areas has been published (July 2016) Each SPP includes a timetable for engagement This provides more detail on when and how we will engage with stakeholders throughout the marine planning process for these areas You can find out more about the SPPs here , including stakeholders, principles of engagement and communication channels The draft SPPs were published for consultation in April 2016 Updates to this",Marine Planning,0.49577966,0.40068915,Marine Planning,OK
